ASX Code,Company Name,Link,Market Cap,Last trade,Change,%Change,Sector
LTP,LTR Pharma Limited (ASX:LTP),https://www.listcorp.com/asx/ltp/ltr-pharma-limited,"	42545900",0.36,-0.02,-5.26,Health Care
PEX,Peel Mining Limited (ASX:PEX),https://www.listcorp.com/asx/pex/peel-mining,"	42419200",0.073,0,0,Materials
JBY,James Bay Minerals Limited (ASX:JBY),https://www.listcorp.com/asx/jby/james-bay-minerals-limited,"	42397900",0.59,0,0,Materials
DBF,Duxton Farms Ltd (ASX:DBF),https://www.listcorp.com/asx/dbf/duxton-farms-ltd,"	42392100",0.99,-0.04,-3.88,Consumer Staples
ADN,Andromeda Metals Limited (ASX:ADN),https://www.listcorp.com/asx/adn/andromeda-metals-limited,"	41968500",0.011,0,0,Materials
BB1,BlinkLab Limited (ASX:BB1),https://www.listcorp.com/asx/bb1/blinklab-limited,"	41885400",0.48,0,0,Health Care
CYP,Cynata Therapeutics Limited (ASX:CYP),https://www.listcorp.com/asx/cyp/cynata-therapeutics,"	41801600",0.185,0,0,Health Care
G50,G50 Corp Limited (ASX:G50),https://www.listcorp.com/asx/g50/g50-corp-limited,"	41755400",0.295,0.03,13.46,Materials
MCP,McPherson's Limited (ASX:MCP),https://www.listcorp.com/asx/mcp/mcphersons-limited,"	41745300",0.32,0.03,10.34,Consumer Staples
5GN,5G Networks Limited (ASX:5GN),https://www.listcorp.com/asx/5gn/5g-networks-limited,"	41697800",0.135,0,-3.57,Information Technology
TDO,3D Energi Limited (ASX:TDO),https://www.listcorp.com/asx/tdo/3d-energi-limited,"	41684200",0.12,-0.01,-4,Energy
IDT,IDT Australia Limited (ASX:IDT),https://www.listcorp.com/asx/idt/idt-australia-limited,"	41595200",0.095,0,-2.06,Health Care
JAN,Janison Education Group Limited (ASX:JAN),https://www.listcorp.com/asx/jan/janison-education-group,"	41582100",0.165,0.01,3.13,Information Technology
LEL,Lithium Energy Limited (ASX:LEL),https://www.listcorp.com/asx/lel/lithium-energy-limited,"	41440600",0.37,0,0,Materials
AGR,Aguia Resources Limited (ASX:AGR),https://www.listcorp.com/asx/agr/aguia-resources-limited,"	41419700",0.03,0,7.14,Materials
BRK,Brookside Energy Limited (ASX:BRK),https://www.listcorp.com/asx/brk/brookside-energy-limited,"	41333700",0.42,-0.01,-2.33,Energy
IIQ,INOVIQ Ltd (ASX:IIQ),https://www.listcorp.com/asx/iiq/inoviq-ltd,"	41304100",0.37,0,0,Health Care
BKT,Black Rock Mining Limited (ASX:BKT),https://www.listcorp.com/asx/bkt/black-rock-mining-limited,"	41242600",0.028,0,0,Materials
AGC,Australian Gold and Copper Ltd (ASX:AGC),https://www.listcorp.com/asx/agc/australian-gold-and-copper-ltd,"	41055600",0.16,0,0,Materials
CTP,Central Petroleum Limited (ASX:CTP),https://www.listcorp.com/asx/ctp/central-petroleum-limited,"	40989200",0.055,0,0,Energy
NXS,Next Science Limited (ASX:NXS),https://www.listcorp.com/asx/nxs/next-science-limited,"	40967600",0.135,0,-3.57,Health Care
ILA,Island Pharmaceuticals Limited (ASX:ILA),https://www.listcorp.com/asx/ila/island-pharmaceuticals-limited,"	40793800",0.155,-0.01,-6.06,Health Care
NH3,NH3 Clean Energy Limited (ASX:NH3),https://www.listcorp.com/asx/nh3/nh3-clean-energy-limited,"	40731000",0.059,0,-7.81,Materials
GFL,Global Masters Fund Limited (ASX:GFL),https://www.listcorp.com/asx/gfl/global-masters-fund-limited,"	40698100",3.65,-0.07,-1.88,Financials
EXR,Elixir Energy Limited (ASX:EXR),https://www.listcorp.com/asx/exr/elixir-energy-limited,"	40589000",0.029,0,0,Energy
JAL,Jameson Resources Limited (ASX:JAL),https://www.listcorp.com/asx/jal/jameson-resources-limited,"	40419000",0.07,0.01,22.81,Materials
JREG,JPMorgan Global Research Enhanced Index Equity Active ETF (Managed Fund) (ASX:JREG),https://www.listcorp.com/asx/jreg/jpmorgan-global-research-enhanced-index-equity-active-etf-managed-fund,"	40205400",79.34,-0.26,-0.33,Unclassified
ICE,iCetana Limited (ASX:ICE),https://www.listcorp.com/asx/ice/icetana-limited,"	40152900",0.07,-0.01,-7.28,Information Technology
EDC,Eildon Capital Limited (ASX:EDC),https://www.listcorp.com/asx/edc/eildon-capital-limited,"	40146800",0.85,0,0,Financials
DDB,Dynamic Group Holdings Limited (ASX:DDB),https://www.listcorp.com/asx/ddb/dynamic-group-holdings-limited,"	40085300",0.28,0,0,Industrials
AGY,Argosy Minerals Limited (ASX:AGY),https://www.listcorp.com/asx/agy/argosy-minerals-limited,"	39933900",0.031,0,19.23,Materials
TCF,360 Capital Mortgage REIT (ASX:TCF),https://www.listcorp.com/asx/tcf/360-capital-mortgage-reit,"	39830000",6.03,-0.07,-1.15,Financials
NGE,NGE Capital Limited (ASX:NGE),https://www.listcorp.com/asx/nge/nge-capital-limited,"	39791700",1.16,0,0,Financials
XF1,Xref Limited (ASX:XF1),https://www.listcorp.com/asx/xf1/xref-limited,"	39616200",0.185,0.01,2.78,Information Technology
NXM,Nexus Minerals Limited (ASX:NXM),https://www.listcorp.com/asx/nxm/nexus-minerals-limited,"	39244400",0.066,0,1.54,Materials
TIG,Tigers Realm Coal Limited (ASX:TIG),https://www.listcorp.com/asx/tig/tigers-realm-coal-limited,"	39200100",0.003,0,0,Materials
MKR,Manuka Resources Limited (ASX:MKR),https://www.listcorp.com/asx/mkr/manuka-resources-limited,"	39177700",0.047,0,0,Materials
GNDQ,Betashares Wealth Builder Nasdaq 100 Geared (30-40% LVR) Complex ETF (ASX:GNDQ),https://www.listcorp.com/asx/gndq/betashares-wealth-builder-nasdaq-100-geared-30-40-lvr-complex-etf,"	39137500",31.15,-0.16,-0.51,Unclassified
PPK,PPK Group Limited (ASX:PPK),https://www.listcorp.com/asx/ppk/ppk-group,"	39049400",0.435,0,1.16,Materials
NSC,NAOS Small Cap Opportunities Company (ASX:NSC),https://www.listcorp.com/asx/nsc/naos-small-cap-opportunities-company,"	38543400",0.295,0,1.72,Financials
HCL,HighCom Limited (ASX:HCL),https://www.listcorp.com/asx/hcl/highcom-limited,"	38506000",0.395,0.02,5.33,Industrials
MEC,Morphic Ethical Equities Fund (ASX:MEC),https://www.listcorp.com/asx/mec/morphic-ethical-equities-fund,"	38468100",1.145,0.01,0.44,Financials
KAT,Katana Capital Limited (ASX:KAT),https://www.listcorp.com/asx/kat/katana-capital-limited,"	38412900",1.255,0,0.4,Financials
BTN,Butn Limited (ASX:BTN),https://www.listcorp.com/asx/btn/butn-limited,"	38409900",0.11,0,0,Financials
EYE,Nova Eye Medical Limited (ASX:EYE),https://www.listcorp.com/asx/eye/nova-eye-medical-limited,"	38359700",0.14,0,3.7,Health Care
KPO,Kalina Power Limited (ASX:KPO),https://www.listcorp.com/asx/kpo/kalina-power-limited,"	38128900",0.012,0,-7.69,Utilities
CD2,Cordish Dixon Private Equity Fund II (ASX:CD2),https://www.listcorp.com/asx/cd2/cordish-dixon-private-equity-fund-ii,"	38047300",0.74,0.02,2.07,Financials
JRHG,JPMorgan Global Research Enhanced Index Equity Active ETF (Managed Fund) (Hedged) (ASX:JRHG),https://www.listcorp.com/asx/jrhg/jpmorgan-global-research-enhanced-index-equity-active-etf-managed-fund-hedged,"	37893600",66.59,0.11,0.17,Unclassified
PTX,Prescient Therapeutics Limited (ASX:PTX),https://www.listcorp.com/asx/ptx/prescient-therapeutics-limited,"	37850000",0.046,0,-2.13,Health Care
DGH,Desane Group Holdings Limited (ASX:DGH),https://www.listcorp.com/asx/dgh/desane-group-holdings-limited,"	37841700",0.925,0,0,Real Estate
CKA,Cokal Limited (ASX:CKA),https://www.listcorp.com/asx/cka/cokal,"	37763200",0.029,-0.01,-17.14,Materials
NXD,NextEd Group Limited (ASX:NXD),https://www.listcorp.com/asx/nxd/nexted-group-limited,"	37759700",0.2,0.03,17.65,Consumer Discretionary
GHLD,Global X Global Bullion (Currency Hedged) ETF (ASX:GHLD),https://www.listcorp.com/asx/ghld/global-x-global-bullion-currency-hedged-etf,"	37667800",53.18,0.35,0.66,Unclassified
